question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi
"__のぶんとだいたいおなじいみのぶんがあります。いち
ばんいいものをひとつえらんでください。\nわたしの先生はとても熱心な先生です。",わたしの先生はとてもユーモアがある先生です。,わたしの先生は一生懸命教えてくれる先生です。,わたしの先生はまじめな先生です。,わたしの先生はとてもりっぱな先生です。,わたしの先生は一生懸命教えてくれる先生です。,,わたしの先生はとても熱心な先生です。,우리 선생님은 매우 열정적으로 가르치는 선생님이다.,"わたしの先生はとても熱心な先生です。 “熱心” means enthusiastic / devoted. So the correct answer is: ➡️ わたしの先生は一生懸命教えてくれる先生です。 This also means the teacher teaches with great effort. Other options (humorous, serious, admirable) are different nuances.",“我的老师非常认真”，表示努力教学的老师。,,「我的老師非常認真」，表示努力教學的老師。,“Mon professeur est très sérieux” → enseigne avec beaucoup d’effort.,“Guru saya sangat tekun” → mengajar dengan penuh usaha.,“Mi profesor es muy dedicado” → enseña con mucho esfuerzo.,“คุณครูของฉันตั้งใจสอนมาก” → สอนอย่างขยันและทุ่มเท,“Thầy giáo của tôi rất tận tâm” → dạy rất chăm chỉ và nghiêm túc.
さいふ.に、1円も入っていません,さいふにおかねがたくさんあります。,さいふにおかねがありません。,さいぶにおかねがいちえんしかありません。,さいふにおかねがすこしあります。,さいふにおかねがありません。,,さいふ.に、1円も入っていません,지갑에 돈이 전혀 없다 → 완전히 없다 → 지갑에 돈이 없다.,"“1円も〜ない” means not even 1 yen → completely none. ➡️ Correct: さいふにおかねがありません。 Other options say there is some money, which is incorrect.",钱包里一分钱都没有 → 表示完全没有钱。,,錢包裡一分錢都沒有 → 表示完全沒有錢。,“Je n’ai pas un seul yen” → absence totale d’argent.,“Tidak punya uang sama sekali” → tidak ada uang sama sekali.,“No tengo ni un yen” → no hay dinero en absoluto.,“ไม่มีเงินแม้แต่ 1 เยน” → ไม่มีเงินเลย,“Không có một đồng yên nào” → hoàn toàn không có tiền.
田中さんはげんかんをでました。,田中さんはでんわにでました。,田中さんはかいしゃにでました。,田中さんはいえをでました。,田中さんはテストにでました。,田中さんはいえをでました。,,田中さんはげんかんをでました。,현관을 나간다 → 집을 나간다 → “田中씨는 집을 나갔다”.,"“げんかんを出る” means to leave the entrance → leave the house. ➡️ Correct: 田中さんはいえをでました。 Other options change the meaning (phone, company, test).",“从玄关出去” → 表示“离开家”。,,「從玄關出去」→ 表示「離開家」。,“Sortir de l’entrée” → “quitter la maison”.,“Keluar dari pintu masuk” → “keluar rumah”.,“Salir de la entrada” → “salir de casa”.,“ออกจากทางเข้าบ้าน” → ออกจากบ้าน,“Rời khỏi lối vào” → “ra khỏi nhà”.
すずしいかぜをいれましょう。,まどをしめましょう。,まとをあけましょう。,ストープをけしましょう。,ストープをつけましょう。,まとをあけましょう。,,すずしいかぜをいれましょう。,“시원한 공기를 들이자” → “창문을 열자”.,This means “Let’s let in cool air.” ➡️ Correct: まどをあけましょう。 (open the window) Closing windows or using a heater doesn’t match.,“让冷空气进来” → 应该是“打开窗户（まどをあける）”。,,「讓冷空氣進來」→ 應該是「打開窗戶（まどをあける）」。,“Laisser entrer l’air frais” → “ouvrir la fenêtre (まどをあける)”.,“Masukkan udara sejuk” → “buka jendela (まどをあける)”.,“Hagamos entrar aire fresco” → “abrir la ventana (まどをあける)”.,“ให้อากาศเย็นเข้ามา” → “เปิดหน้าต่าง (まどをあける)”,“Hãy cho không khí mát vào” → “mở cửa sổ (まどをあける)”.
わたしは先生にレポートをわたしました。,レポートをききました。,レポートをかきました。,レポートをわすれました。,レポートをだしました。,レポートをだしました。,,わたしは先生にレポートをわたしました。,“わたす”는 제출하다 / 건네다 → “레포트를 제출했다”.,"“わたす” means to hand in / submit. ➡️ Correct: レポートをだしました。 Other options (ask, write, forget) are different actions.",“提交报告”，因此“レポートを出す”正确。,,「提交報告」，因此「レポートを出す」正確。,“Remettre un rapport” → correct.,“Menyerahkan laporan” → benar.,“Entregar el informe” → correcto.,“ส่งรายงาน” → ถูกต้อง,“Nộp báo cáo” → đúng.
（ ）になにを入れますか。\nりんご（  ）三つかいました。,の,に,が,を,を,,,“を”는 동사의 목적어를 나타낸다.,“を” marks the object of the verb “buy.” ➡️ Correct: を,“を”表示动词的宾语。,,「を」表示動詞的受詞。,“を” marque le complément d’objet direct.,“を” menandai objek langsung.,“を” marca el objeto directo del verbo.,“を” ใช้แสดงกรรมของกริยา,“を” đánh dấu tân ngữ của động từ.
ひこうきとしんかんせんと、(   )が速いですか。,どれ,どの,どこ,どちら,どちら,,,“どちら”는 두 가지 중 선택할 때 사용된다.,Used when choosing between two options. ➡️ Correct: どちら,“どちら”用于两者选择。,,「どちら」用於兩者選擇。,“どちら” est utilisé pour choisir entre deux options.,“どちら” digunakan untuk memilih antara dua hal.,“どちら” se usa para elegir entre dos opciones.,“どちら” ใช้เลือกจากสองตัวเลือก,“どちら” dùng khi lựa chọn giữa hai cái.
おなかがいたいですから、はんぶん（ ）食べました。,だけ,しか,も,と,だけ,,,“だけ”는 ~만을 의미한다.,“だけ” means only. ➡️ Correct: だけ (ate only half) “しか” would require a negative form.,“だけ”表示“只 / 仅仅”。,,「だけ」表示「只 / 僅僅」。,“だけ” signifie “seulement”.,“だけ” berarti “hanya”.,“だけ” significa “solo”.,“だけ” แปลว่า “เท่านั้น”,“だけ” nghĩa là “chỉ”.
今日のテストは（  ）なかったです。,むずかし,むずかしい,むずかしくて,むずかしく,,,,무슨 일이 “~하지 않았다” → 어렵지 않았다.,Negative past form of i-adjective: むずかしい → むずかしくなかった ➡️ Correct: むずかしく,“むずかしい → むずかしくなかった”表示过去否定。,,「むずかしい → むずかしくなかった」表示過去否定。,“むずかしい → むずかしくなかった” (forme négative passée).,“むずかしい → むずかしくなかった” (bentuk lampau negatif).,“むずかしい → むずかしくなかった” (negativo pasado).,“むずかしい → むずかしくなかった” (รูปปฏิเสธในอดีต),“むずかしい → むずかしくなかった” (quá khứ phủ định).
わたしの部屋はあまり（  ）。,きれくないです,きれいじゃありません,きれいありません,きれくありません,きれいじゃありません,,,“あまり + 부정”은 별로 ~하지 않다라는 의미이다.,「あまり + negative」 means not very. ➡️ Correct: きれいじゃありません Other forms are grammatically incorrect.,“あまり + 否定”表示“不太……”,,「あまり + 否定」表示「不太……」。,“あまり + négatif” signifie “pas très”.,“あまり + negatif” berarti “tidak terlalu”.,“あまり + negativo” significa “no muy”.,“あまり + ปฏิเสธ” หมายถึง “ไม่ค่อย…”,“あまり + phủ định” nghĩa là “không quá / không mấy”.
ご飯を (    ) から、お風呂に入ります。,たべます,たべ,たべて,たべません,たべて,,,“Vてから”는 ~한 후에라는 의미이다.,“Vてから” means after doing something. ➡️ Correct: たべて,“Vてから”表示“做完之后”。,,「Vてから」表示「做完之後」。,“Vてから” signifie “après avoir fait quelque chose”.,“Vてから” berarti “setelah melakukan sesuatu”.,“Vてから” significa “después de hacer algo”.,“Vてから” หมายถึง “หลังจากทำ…”,“Vてから” nghĩa là “sau khi làm…”.
友だちから借りたカメラを弟に(   )しまった。,こわして,こわれて,こわされて,こわさせて,こわされて,,,“~てしまった”는 유감 또는 완료 상황이며 수동형이 필요할 수 있다.,"“～てしまった” shows regret or something unfortunate. Since the camera was broken (by someone), passive form is needed. ➡️ こわされて = was broken (by someone) Other forms don’t match the meaning.",“～てしまった”表示遗憾或完成（有时需用被动）。,,「～てしまった」表示遺憾或完成（有時需用被動）。,“～てしまった” exprime le regret ou l’action terminée (parfois passif nécessaire).,“～てしまった” menunjukkan penyesalan atau sesuatu sudah selesai (kadang perlu bentuk pasif).,“～てしまった” expresa arrepentimiento o acción completada (a veces pasiva necesaria).,“～てしまった” แสดงความเสียดายหรือเหตุการณ์ที่เสร็จแล้ว (บางครั้งเป็นรูปถูกกระทำ),“～てしまった” diễn tả sự tiếc nuối hoặc hành động đã hoàn thành (đôi khi dùng dạng bị động).
「あさ」というかんじの(    )を教えてください。,かきかた,かきたい,かきもの,かくかた,かきかた,,,“어떻게 쓰는지” → “쓰는 방법”.,The sentence asks: “Please tell me how to write the kanji ‘あさ’.” ➡️ かきかた (how to write) is correct. Other options don’t fit grammatically.,“写法怎么写”，因此是“写法（かきかた）”。,,「寫法怎麼寫」，因此是「寫法（かきかた）」。,“Comment écrire” → “méthode d’écriture (かきかた)”.,“Cara menulis” → “cara penulisan (かきかた)”.,“Cómo escribir” → “forma de escritura (かきかた)”.,“วิธีเขียน” → “วิธีการเขียน (かきかた)”,“Cách viết” → “cách viết (かきかた)”.
こんどあなたとあう日は(    )にしますか。,いくつ,いつ,どう,いかが,いつ,,,“다음에 만나는 날은 언제인가?” → “언제”.,"“As for the day we meet next, ( ) will it be?” ➡️ Asking about time → いつ (when)",“什么时候见面”，因此“いつ”。,,「什麼時候見面」，因此「いつ」。,“Quand allons-nous nous rencontrer ?” → “quand (いつ)”.,“Kapan kita bertemu?” → “kapan (いつ)”.,“¿Cuándo nos encontramos?” → “cuándo (いつ)”.,“จะพบกันเมื่อไหร่” → “เมื่อไหร่ (いつ)”,“Khi nào gặp nhau?” → “khi nào (いつ)”.
食事のまえにはかならず手を(    )なければなりません。,洗う,洗い,洗わ,洗おう,洗わ,,,“~해야 한다” 표현에서 ない형 어간이 필요하다.,“～なければなりません” requires the ない-form stem. 洗う → 洗わない → 洗わ ➡️ Correct: 洗わ,“必须做”需要ない形词干。,,「必須做」需要ない形詞幹。,“Il faut faire” → forme en ない requise.,“Harus melakukan” → membutuhkan bentuk ない.,“Debe hacer” → se necesita la forma ない.,“ต้องทำ” ต้องใช้รูป ない,“Phải làm” → cần dạng ない.
わたしはいつも(   )まえにはをみがきます。,ねる,ねて,ねます,ねた,ねる,,,“자는 전에” → ~하기 전에.,“Before doing something” → dictionary form + 前に ➡️ ねるまえに (before sleeping),“睡觉之前”→“ねるまえに”。,,「睡覺之前」→「ねるまえに」。,“Avant de dormir” → “ねるまえに”.,“Sebelum tidur” → “ねるまえに”.,“Antes de dormir” → “ねるまえに”.,“ก่อนนอน” → “ねるまえに”,“Trước khi ngủ” → “ねるまえに”.
ストープをつけてへやを暖かく(    ),なりました,しました,いました,ありました,しました,,,“방을 따뜻하게 하다” → 과거형 “했다”.,“Make the room warm” → 暖かくする ➡️ Past: しました,“把房间变暖”，过去式是“しました”。,,「把房間變暖」，過去式是「しました」。,“Rendre la pièce chaude” → passé “a fait”.,“Membuat ruangan hangat” → bentuk lampau “telah membuat”.,“Hacer la habitación cálida” → forma pasada “hizo”.,“ทำให้ห้องอุ่น” → รูปอดีต “ทำแล้ว”,“Làm phòng ấm lên” → dạng quá khứ “đã làm”.
A： 「住所は（ ）いいですか。」\nB：「いいえ、お願いします。」,書かなくては,書かなくても,書かない,着かないで,書かなくても,,,“써도 되나요?” → 써도 되는지 묻는 표현이다.,"A: “Do I need to write the address?” B: “No, please (don’t worry).” ➡️ 書かなくてもいいですか = Is it okay not to write? So answer: 書かなくても",“不写可以吗？”→“书不写也可以吗”。,,「不寫可以嗎？」→「書不寫也可以嗎」。,“Est-ce que je peux ne pas écrire ?” → expression de permission.,“Bolehkah tidak menulis?” → izin tidak melakukan.,“¿Puedo no escribirlo?” → permiso para no hacer algo.,“ไม่เขียนได้ไหม” → การขออนุญาตไม่ทำ,“Không viết có được không?” → hỏi xin phép không làm.
危ないから、そんなことを（ ） いけません。,しては,しないで,しても,しなくては,しては,,,“~해서는 안 된다” 표현이다.,Pattern: ～てはいけません (must not) ➡️ Correct: しては,“禁止做某事”→“してはならない/いけません”。,,「禁止做某事」→「してはならない／いけません」。,“Interdiction de faire” → structure d’interdiction.,“Dilarang melakukan” → bentuk larangan.,“Prohibido hacer” → forma de prohibición.,“ห้ามทำ” → รูปห้าม,“Không được làm” → cấu trúc cấm.
これは山本さんがわたしに（ ）本です。,さしあげた,いただいた,なさった,くださった,くださった,,,“이것은 야마모토 씨가 준 책이다” → “くださった”.,“～てくださる” = someone gives (to me). ➡️ “This is a book Yamamoto gave me.” Correct: くださった Other options reverse the giving direction.,“这是山本给我的书”→“くださった”。,,「這是山本給我的書」→「くださった」。,“C’est le livre donné par Yamamoto” → “くださった”.,“Ini buku yang diberikan oleh Yamamoto” → “くださった”.,“Este es el libro que me dio Yamamoto” → “くださった”.,“นี่คือหนังสือที่ยามาโมโตะให้มา” → “くださった”,“Đây là cuốn sách mà Yamamoto đã tặng” → “くださった”.
★に入るものはどれですか。\n学校まで__ __ ★ __.,バス,かよって,います,で,かよって,,★,버스로 통근하고 있다.,➡️ バスでかよっています (commute by bus),“坐公交通勤”。,,「搭公車通勤」。,“Je vais au travail en bus”.,“Saya pergi kerja naik bus”.,“Voy al trabajo en autobús”.,“ไปทำงานโดยรถบัส”,“Đi làm bằng xe buýt”.
日本のカメラは、__★__ __多い.,もの,いい,が,安くて,いい,,★,좋은 것이 많다.,➡️ いいものが多い (many good products) “が” marks the subject.,“好东西很多”。,,「好東西很多」。,“Il y a beaucoup de bonnes choses”.,“Banyak barang bagus”.,“Hay muchas cosas buenas”.,“มีของดีมากมาย”,“Có nhiều thứ tốt”.
弟はいつも★__ __ __います.,あかるい,で,声,笑って,あかるい,,★,밝은 목소리로.,➡️ あかるい声で = with a cheerful voice,“用明亮的声音”。,,「用明亮的聲音」。,“Voix claire / joyeuse”.,“Dengan suara ceria”.,“Con voz alegre”.,“ด้วยเสียงสดใส”,“Bằng giọng vui vẻ”.
[1]〜[5]に何を入れますか。下の1〜4の中から、最もよいものを一つ選んでください。\n学校の近くに [1] スーパーができました。日曜日、わたしは木村さんといっしょに そこ [2] 買い物に行きました。とても広いスーパーです。わたしはノートを二冊と ボールペンを10本買いました。木村さんもボールペンを5本買いました。ノートは買いませんでした。それから、[3]。わたしは小説を2冊買いました。みんなベストセラーです。[4]。わたしは高校のときはよく小説を読みました。週に五冊 [5] でした。,新しく-で-わたしたちは本屋へ行きます。-680円なくしました。ころ,新しな-からわたしたちは本屋へ行きません。-680円かかりました。-あまり,新しい-へ-わたしたちは本屋へ行きました。-680円かかりました。-ぐらい,新しい-まで-わたしたちは本屋へ行きませんでした。-680円かしました。-やく,新しい-へ-わたしたちは本屋へ行きました。-680円かかりました。-ぐらい,,,새로운 슈퍼마켓 / 책방에 갔다 / 680엔 정도 들었다 / 약 정도.,➡️ 新しい - へ - わたしたちは本屋へ行きました。 - 680円かかりました。 - ぐらい                                    Explanation: 新しいスーパー (new supermarket) へ = direction 本屋へ行きました = went to a bookstore 680円かかりました = cost 680 yen ぐらい = about / approximately,“新超市 / 去书店 / 花了680日元 / 大约”。,,「新超市 / 去書店 / 花了680日圓 / 大約」。,“Supermarché nouveau / librairie / 680 yens environ”.,“Supermarket baru / pergi ke toko buku / biaya 680 yen / sekitar”.,“Supermercado nuevo / ir a la librería / costó 680 yenes / aproximadamente”.,“ซูเปอร์มาร์เก็ตใหม่ / ไปห้องสมุด / ค่าใช้จ่าย 680 เยน / ประมาณ”,“Siêu thị mới / đi nhà sách / hết 680 yên / khoảng”.
どうして「SNSはほんとうにべんりなもの」といっていますか。\n\nいま、わたしたちはSNSをつかって、せかい中のひとたちとつながることができます。写真をおくったり、ニュースをしらべたり、ともだちとはなしたりします。SNSはほんとうにべんりなものですね。しかし、SNSはいいことだけではありません。まいにち、SNSをみすぎて、ねむれなくなるひとがふえています。また、SNSをつかって、うそのじょうほうをひろめるひともすくなくありません。SNSとどうつきあうか、もういちどかんがえてみましょう。,SNSをつかえば、いろいろなことができますから。,SNSをつかえば、かならずともだちができますから。,SNSがないと、ニュースがよめません。,SNSがあるから、テレビがもういりませんから。,SNSをつかえば、いろいろなことができますから。,,,SNS를 사용하면 여러 가지를 할 수 있기 때문이다.,Why is SNS convenient? ➡️ Because you can do many things with it Correct: SNSをつかえば、いろいろなことができますから。,“因为可以做很多事情”。,,「因為可以做很多事情」。,“Parce qu’on peut faire beaucoup de choses”.,“Karena bisa melakukan banyak hal”.,“Porque se pueden hacer muchas cosas”.,“เพราะสามารถทำหลายอย่างได้”,“Vì có thể làm được nhiều việc”.
ただしいものはどれですか。\n\nいま、わたしたちはSNSをつかって、せかい中のひとたちとつながることができます。写真をおくったり、ニュースをしらべたり、ともだちとはなしたりします。SNSはほんとうにべんりなものですね。しかし、SNSはいいことだけではありません。まいにち、SNSをみすぎて、ねむれなくなるひとがふえています。また、SNSをつかって、うそのじょうほうをひろめるひともすくなくありません。SNSとどうつきあうか、もういちどかんがえてみましょう。,SNSにはわるいことしかありません。,SNSはべんりですが、つかいかたにきをつけなければなりません。,SNSのつかいかたはとてもむずかしいです。,SNSをつかうひとはすくなくなっています。,SNSはべんりですが、つかいかたにきをつけなければなりません。,,,SNS는 편리하지만 사용 방법에 주의해야 한다.,"➡️ It is convenient, but you must be careful how you use it. Correct: SNSはべんりですが、つかいかたにきをつけなければなりません。",“SNS很方便，但必须注意使用方法”。,,「SNS很方便，但必須注意使用方法」。,“SNS est pratique mais il faut faire attention à son utilisation”.,“SNS itu praktis tetapi harus berhati-hati dalam penggunaannya”.,“SNS es práctico pero hay que tener cuidado con su uso”.,“SNS สะดวกแต่ต้องระวังการใช้งาน”,“SNS tiện lợi nhưng phải chú ý cách sử dụng”.
