question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group,sub_question
しらない ことばが ありましたから、せんせいに（ ）しました。,しつもん,べんきょう,れんしゅう,じゅぎょう,しつもん,,,"모르는 단어가 있으면 → 선생님에게 ""질문(しつもん) = question""이라고 하는 것이 자연스럽다. 공부(べんきょう) = study, 연습(れんしゅう) = practice, 수업(じゅぎょう) = class.","Unknown word -> ask teacher a しつもん (question). べんきょう=study, れんしゅう=practice, じゅぎょう=lesson.",有不认识的单词→向老师しつもん（提问）。べんきょう=学习，れんしゅう=练习，じゅぎょう=课程。,有不認識的單詞→向老師しつもん（提問）。べんきょう=學習，れんしゅう=練習，じゅぎょう=課程。,わからない言葉があるとき、先生にしつもん(質問)するのが自然です。,"Mot inconnu -> poser question (しつもん) au prof. べんきょう=etude, れんしゅう=pratique, じゅぎょう=cours.","Kata tidak dikenal -> tanya guru (しつもん). べんきょう=belajar, れんしゅう=berlatih, じゅぎょう=pelajaran.","Palabra desconocida -> pregunta (しつもん) al maestro. べんきょう=estudio, れんしゅう=practica, じゅぎょう=clase.",คำที่ไม่รู้จัก → ถาม (しつもん) ครู べんきょう=เรียน れんしゅう=ฝึก じゅぎょう=ชั้นเรียน,"Tu khong biet -> hoi giao vien (しつもん). べんきょう=hoc, れんしゅう=luyen tap, じゅぎょう=gio hoc.",,
この へやは あついですから、（ ）を あけましょう。,おふろ,まど,エアコン,テーブル,まど,,,"덥다 → '창문(마도) = window'를 여는 것이 자연스러워요. 목욕 = bath, 에어컨 = AC(켜기/끄기), 테이블 = table.","Hot room -> open the まど (window). おふろ=bath, エアコン=AC (use つける/けす), テーブル=table.",房间热→开まど（窗户）最自然。おふろ=浴缸，エアコン=空调（用つける/けす），テーブル=桌子。,房間熱→開まど（窗戶）最自然。おふろ=浴缸，エアコン=冷氣（用つける/けす），テーブル=桌子。,暑いとき窓(まど)を開けます。エアコンはつける/けす、おふろ・テーブルはあけません。,"Chaud -> ouvrir まど (fenetre). おふろ=bain, エアコン=clim (つける/けす), テーブル=table.","Panas -> buka まど (jendela). おふろ=bak mandi, エアコン=AC (つける/けす), テーブル=meja.","Calor -> abrir まど (ventana). おふろ=bano, エアコン=AC (つける/けす), テーブル=mesa.",ห้องร้อน → เปิด まど (หน้าต่าง) おふろ=อ่างอาบน้ำ エアコン=แอร์ テーブル=โต๊ะ,"Phong nong -> mo まど (cua so). おふろ=bon tam, エアコン=dieu hoa, テーブル=ban.",,
きのうは がっこうで たくさん かんじを （ ）。,うりました,もちました,おぼえました,こまりました,おぼえました,,,"학교에서 한자를 '외우다(오보에루) = memorize'라고 외우는 것이 자연스럽다. 우루 = sell, 모츠 = hold, 코마루 = be troubled.","At school memorizing kanji -> おぼえました. うる=sell, もつ=hold, こまる=be troubled.",在学校记汉字→おぼえました（记住了）。うる=卖，もつ=持有，こまる=困扰。,在學校記漢字→おぼえました（記住了）。うる=賣，もつ=持有，こまる=困擾。,学校で漢字を「覚える（おぼえる）」のが自然な文脈です。,"A l'ecole, memoriser les kanji -> おぼえました. うる=vendre, もつ=tenir, こまる=ennuye.","Di sekolah hafal kanji -> おぼえました. うる=jual, もつ=pegang, こまる=kesulitan.","En escuela memorizar kanji -> おぼえました. うる=vender, もつ=tener, こまる=en apuros.",ที่โรงเรียน จำคันจิ → おぼえました うる=ขาย もつ=ถือ こまる=ลำบาก,"O truong hoc nho kanji -> おぼえました. うる=ban, もつ=cam, こまる=kho xu.",,
"この コーヒーは、さとうを たくさん いれましたから、（ ）です。",わかい,くろい,まるい,あまい,あまい,,,"설탕을 많이 넣은 → ""달콤(아마이) = sweet""가 정답. 젊음 = young, 어두움 = black, 둥글음 = round.","Put lots of sugar -> あまい (sweet). わかい=young, くろい=black, まるい=round.",加了很多糖→あまい（甜）。わかい=年轻，くろい=黑色，まるい=圆形。,加了很多糖→あまい（甜）。わかい=年輕，くろい=黑色，まるい=圓形。,砂糖をたくさん入れたコーヒーは甘い（あまい）です。,"Beaucoup de sucre -> あまい (sucre). わかい=jeune, くろい=noir, まるい=rond.","Banyak gula -> あまい (manis). わかい=muda, くろい=hitam, まるい=bulat.","Mucho azucar -> あまい (dulce). わかい=joven, くろい=negro, まるい=redondo.",ใส่น้ำตาลมาก → あまい (หวาน) わかい=อ่อน/หนุ่มสาว くろい=ดำ まるい=กลม,"Nhieu duong -> あまい (ngot). わかい=tre, くろい=den, まるい=tron.",,
つよい かぜが （ ） います。,ふいて,いそいで,とんで,はしって,ふいて,,,"바람이 '불다' → '후이테' + '이루'(진행). 급함 = hurry, 날다 = fly, 달리다 = run. 바람은 '불다'를 사용합니다.","Wind blows -> 吹く -> ふいて+いる (progressive). いそぐ=hurry, とぶ=fly, はしる=run.",风「吹（ふく）」→ふいて+いる（进行时）。急ぐ=赶，飛ぶ=飞，走る=跑。风用「吹く」。,風「吹（ふく）」→ふいて+いる（進行時）。急ぐ=趕，飛ぶ=飛，走る=跑。風用「吹く」。,「風が吹く(ふく)」→て形はふいて。いそぐ・とぶ・はしるは風に使いません。,"Le vent souffle -> 吹く -> ふいて+いる. いそぐ=se depecher, とぶ=voler, はしる=courir.","Angin bertiup -> 吹く -> ふいて+いる. いそぐ=terburu, とぶ=terbang, はしる=berlari.","Viento sopla -> 吹く -> ふいて+いる. いそぐ=apresurarse, とぶ=volar, はしる=correr.",ลมพัด → 吹く → ふいて+いる いそぐ=รีบ とぶ=บิน はしる=วิ่ง,"Gio tho -> 吹く -> ふいて+いる. いそぐ=voi, とぶ=bay, はしる=chay.",,
"__の ぶんとだいたいおなじ いみの ぶんがあります。いちばん いい ものを ひとつえらんで ください。\nこれは りょうしんの しゃしんです。",これは そふと そぼの しゃしんです。,これは ちちと ははの しゃしんです。,これは あにと おとうとの しゃしんです。,これは あねと いもうとの しゃしんです。,これは ちちと ははの しゃしんです。,,これは りょうしんの しゃしんです。,"부모(りょうしん)' = 아버지(ちち) + 어머니(はは). 소프 + 소보 = grandparents, 형제 + 동생 = brothers, 누나 + 여동생 = sisters.","りょうしん (両親) = father (ちち) + mother (はは). そふ+そぼ=grandparents, あに+おとうと=brothers, あね+いもうと=sisters.",「両親（りょうしん）」=父(ちち)+母(はは)。そふ+そぼ=祖父母，あに+おとうと=兄弟，あね+いもうと=姐妹。,「両親（りょうしん）」=父(ちち)+母(はは)。そふ+そぼ=祖父母，あに+おとうと=兄弟，あね+いもうと=姐妹。,「両親（りょうしん）」は父(ちち)と母(はは)のことです。,"りょうしん = pere (ちち) + mere (はは). そふ+そぼ=grands-parents, あに+おとうと=freres, あね+いもうと=soeurs.","りょうしん = ayah (ちち) + ibu (はは). そふ+そぼ=kakek-nenek, あに+おとうと=saudara laki, あね+いもうと=saudara perempuan.","りょうしん = padre (ちち) + madre (はは). そふ+そぼ=abuelos, あに+おとうと=hermanos, あね+いもうと=hermanas.",「りょうしん」= พ่อ(ちち)+แม่(はは) そふ+そぼ=ปู่ย่าตายาย あに+おとうと=พี่น้องชาย あね+いもうと=พี่น้องหญิง,"りょうしん = cha (ちち) + me (はは). そふ+そぼ=ong ba, あに+おとうと=anh em trai, あね+いもうと=chi em gai.",,
この ダンスは やさしいです。,この ダンスは かんたんです。,この ダンスは たいへんです。,この ダンスは たのしいです。,この ダンスは つまらないです。,この ダンスは かんたんです。,,この ダンスは やさしいです。,"쉬운(易しい)' = easy = '간단(かんたん)'. '힘들다' = difficult, '재미있다' = fun, '지루하다' = boring.","やさしい (easy) is synonymous with かんたん (simple). たいへん=difficult, たのしい=fun, つまらない=boring.",「やさしい」=容易=「かんたん」。たいへん=困难，たのしい=有趣，つまらない=无聊。,「やさしい」=容易=「かんたん」。たいへん=困難，たのしい=有趣，つまらない=無聊。,「やさしい（易しい）」と「かんたん（簡単）」は同じ意味（easy）です。,"やさしい (facile) = かんたん. たいへん=difficile, たのしい=amusant, つまらない=ennuyeux.","やさしい (mudah) = かんたん. たいへん=sulit, たのしい=menyenangkan, つまらない=membosankan.","やさしい (facil) = かんたん. たいへん=dificil, たのしい=divertido, つまらない=aburrido.",やさしい (ง่าย) = かんたん たいへん=ยาก たのしい=สนุก つまらない=น่าเบื่อ,"やさしい (de) = かんたん. たいへん=kho, たのしい=vui, つまらない=nham chan.",,
ふくを せんたくしました。,ふくを ぬぎました。,ふくを わたしました。,ふくを あらいました。,ふくを きました。,ふくを あらいました。,,ふくを せんたくしました。,"세탁(せんたく)' =洗濯 clothes = 옷을 씻다 =아라잇(세탁)했습니다. 벗기 = take off, 건네기 = hand over, 입기 = wear.","せんたく (laundry) = washing clothes = あらいました. ぬぐ=take off, わたす=hand over, きる=wear.",「洗濯（せんたく）」=洗衣服=あらいました（洗了）。ぬぐ=脱，わたす=传递，きる=穿。,「洗濯（せんたく）」=洗衣服=あらいました（洗了）。ぬぐ=脫，わたす=傳遞，きる=穿。,「洗濯（せんたく）」は服を洗うこと。あらう（洗う）と同義です。,"せんたく (lessive) = laver les vetements = あらいました. ぬぐ=enlever, わたす=remettre, きる=mettre.","せんたく (mencuci pakaian) = あらいました. ぬぐ=melepas, わたす=menyerahkan, きる=memakai.","せんたく (lavanderia) = あらいました. ぬぐ=quitar, わたす=entregar, きる=ponerse.",「せんたく」(ซักผ้า) = あらいました (ล้าง) ぬぐ=ถอด わたす=ส่ง きる=ใส่,"せんたく (giat do) = あらいました. ぬぐ=co ra, わたす=trao, きる=mac.",,
この へやは くらいですね。,この へやは あかるいですね。,この へやは あかるくないですね。,この へやは しずかじゃ ないですね。,この へやは しずかですね。,この へやは あかるくないですね。,,この へやは くらいですね。,"くらい(暗い) = dark'와 동의어는 '밝지 않다(明るくない) = not bright'이다. 밝음 = bright(반대), 조용함 = quiet(다른 의미).","くらい (dark) = あかるくない (not bright). あかるい=bright (opposite), しずか=quiet (different meaning).",「くらい」=暗=「あかるくない」（不亮）。あかるい=亮（反义词），しずか=安静（不同意思）。,「くらい」=暗=「あかるくない」（不亮）。あかるい=亮（反義詞），しずか=安靜（不同意思）。,「くらい（暗い）」の反対は「あかるい（明るい）」。くらい=あかるくない（否定形）です。,"くらい (sombre) = あかるくない (pas lumineux). あかるい=lumineux (contraire), しずか=silencieux (autre sens).","くらい (gelap) = あかるくない (tidak terang). あかるい=terang (lawan), しずか=tenang (arti berbeda).","くらい (oscuro) = あかるくない (no brillante). あかるい=brillante (contrario), しずか=silencioso (otro sentido).",「くらい」(มืด) = あかるくない (ไม่สว่าง) あかるい=สว่าง (ตรงข้าม) しずか=เงียบ (ความหมายต่างกัน),"くらい (toi) = あかるくない (khong sang). あかるい=sang (doi nghia), しずか=yen tinh (nghia khac).",,
リーさんは もりさんに ペンを かしました。,リーさんは もりさんに ペンを もらいました。,もりさんは リーさんに ペンを もらいました。,リーさんは もりさんに ペンを かりました。,もりさんは リーさんに ペンを かりました。,もりさんは リーさんに ペンを かりました。,,リーさんは もりさんに ペンを かしました。,"""A는 B에게 빌렸다"" = A lent to B → B는 A에게서 빌렸다. 모리 씨는 리 씨에게 펜을 빌렸다고 하는데, 그게 정답.",AはBにかした = A lent to B. From B's view: B borrowed from A. もりさんはリーさんにかりました is correct.,「AはBにかした」=A借给B→从B的视角：B从A那里借了。正确答案：もりさんはリーさんにかりました。,「AはBにかした」=A借給B→從B的視角：B從A那裡借了。正確答案：もりさんはリーさんにかりました。,かす(貸す)=lend、かりる(借りる)=borrow。AがBにかした→BはAからかりた。,AはBにかした = A preter a B. Du cote de B: B a emprunte a A -> もりさんはリーさんにかりました.,AはBにかした = A meminjamkan ke B. Dari sisi B: B meminjam dari A -> もりさんはリーさんにかりました.,AはBにかした = A presto a B. Desde B: B tomo prestado de A -> もりさんはリーさんにかりました.,「AはBにかした」= A ให้ B ยืม จากมุมของ B: B ยืมจาก A → もりさんはリーさんにかりました,AはBにかした = A cho B muon. Tu goc nhin B: B muon tu A -> もりさんはリーさんにかりました.,,
(  )に 何を 入れますか。\n私は あしたの ひこうき （ ） 国へ 帰ります。,に,で,か,を,で,,,"비행기(飛行機)' = by airplane. 수단·방법을 나타내는 'で'. に = place/time, か = question, を = object.","飛行機で = by airplane. で indicates means/method. に=place/time, か=question, を=object.",「飛行機で」=乘坐飞机。「で」表示手段/方式。に=地点/时间，か=疑问，を=宾语。,「飛行機で」=乘坐飛機。「で」表示手段/方式。に=地點/時間，か=疑問，を=賓語。,交通手段を表すには「で」を使います。飛行機で・電車で・車で、など。,"飛行機で = en avion. で indique le moyen. に=lieu/temps, か=question, を=objet.","飛行機で = dengan pesawat. で menunjukkan cara. に=tempat/waktu, か=pertanyaan, を=objek.","飛行機で = en avion. で indica medio. に=lugar/tiempo, か=pregunta, を=objeto.",「飛行機で」= โดยเครื่องบิน で บ่งบอกวิธี/พาหนะ に=สถานที่/เวลา か=คำถาม を=กรรม,"飛行機で = bang may bay. で chi phuong tien. に=noi/thoi gian, か=cau hoi, を=tan ngu.",,
先週 デパートで かばん （ ） くつなどを 買いました。,は,も,へ,や,や,,,"가방과 신발' = bags and shoes. や = 예시 열거(A and B 등). は = topic, も = also, へ = direction.","かばんやくつ = bags and shoes. や lists examples (A and B, etc.). は=topic, も=also, へ=direction.",「かばんやくつ」=包和鞋等（AやBは例示列举）。は=主题，も=也，へ=方向。,「かばんやくつ」=包和鞋等（AやBは例示列舉）。は=主題，も=也，へ=方向。,「AやB（など）」はAやBを例として挙げる列挙の助詞です。,"かばんやくつ = sacs et chaussures (etc.). や enumere des exemples. は=theme, も=aussi, へ=direction.","かばんやくつ = tas dan sepatu (dll.). や mendaftar contoh. は=topik, も=juga, へ=arah.","かばんやくつ = bolsos y zapatos (etc.). や enumera ejemplos. は=tema, も=tambien, へ=direccion.",「かばんやくつ」= กระเป๋าและรองเท้า (ฯลฯ) や แสดงตัวอย่าง は=หัวข้อ も=ด้วย へ=ทิศทาง,"かばんやくつ = tui va giay (v.v.). や liet ke vi du. は=chu de, も=cung, へ=huong.",,
私は 毎朝 7時ごろ 家 （ ） 出ます。,を,と,が,で,を,,,"집을 나서다' =leave home. '나서다(でる)' 앞에는 통과·시작점을 나타내는 '를'이 있다. '와' =with, '가' =subject, '데' =means.","家を出る = leave home. を indicates the starting point. と=with, が=subject, で=means.",「家を出る」=离开家。「出る」前用起点的「を」。と=和，が=主语，で=手段。,「家を出る」=離開家。「出る」前用起點的「を」。と=和，が=主語，で=手段。,「〜を出る」は場所から離れる表現。家を出る・駅を出る、など。,"家を出る = quitter la maison. を indique le point de depart. と=avec, が=sujet, で=moyen.","家を出る = meninggalkan rumah. を menunjukkan titik awal. と=dengan, が=subjek, で=cara.","家を出る = salir de casa. を indica el punto de partida. と=con, が=sujeto, で=medio.",「家を出る」= ออกจากบ้าน を บ่งบอกจุดเริ่มต้น と=ด้วยกัน が=ประธาน で=วิธี,"家を出る = roi nha. を chi diem xuat phat. と=cung, が=chu ngu, で=phuong tien.",,
きのう スーパーで 田中さん （ ） 会いました。,を,の,で,に,に,,,"~에 만나다' = meet someone. '만나다(아우)' 앞에는 대상을 나타내는 '에'가 있다. '를' = object(물건), '의' =session, '데' =location(슈퍼마켓에서)이다.","〜に会う = meet someone. に marks the person. を=object (things), の=possession, で=location.",「〜に会う」=遇见某人。「会う」前用对象的「に」。を=宾语，の=所属，で=场所。,「〜に会う」=遇見某人。「会う」前用對象的「に」。を=賓語，の=所屬，で=場所。,「〜に会う」の「に」は対象を表します。,"〜に会う = rencontrer. に marque la personne. を=objet, の=possession, で=lieu.","〜に会う = bertemu. に menandai orang. を=objek, の=kepemilikan, で=lokasi.","〜に会う = encontrarse. に marca a la persona. を=objeto, の=posesion, で=lugar.",「〜に会う」= พบ に บ่งบอกคนที่พบ を=กรรม(สิ่งของ) の=ความเป็นเจ้าของ で=สถานที่,"〜に会う = gap. に danh dau nguoi gap. を=tan ngu, の=so huu, で=dia diem.",,
私の うちの ほんだなは、きょねん 父 （ ） 作りました。,や,が,を,で,が,,,"아버지가 만들었습니다' = Father made it (아버지가 주어). 가 = subject marker. や = and(열거), を = object, 로 = means.","父が作りました = Father made it. が marks the subject. や=and (list), を=object, で=means.",「父が作りました」=父亲制作了（父亲是主语）。が=主语标记，や=和（列举），を=宾语，で=手段。,「父が作りました」=父親製作了（父親是主語）。が=主語標記，や=和（列舉），を=賓語，で=手段。,「父が作る」の「が」は動作の主体（主語）を表します。,"父が作りました = Mon pere l'a fait. が marque le sujet. や=et, を=objet, で=moyen.","父が作りました = Ayah yang membuat. が menandai subjek. や=dan, を=objek, で=cara.","父が作りました = Mi padre lo hizo. が marca el sujeto. や=y, を=objeto, で=medio.",「父が作りました」= พ่อทำ が=ประธาน や=และ を=กรรม で=วิธี,"父が作りました = Cha lam. が danh dau chu ngu. や=va, を=tan ngu, で=phuong tien.",,
今日 やおやで りんごを 買いました。五つ （ ）円でした。,に,と,で,や,で,,,"다섯 개에 ~엔' = 5개를 한 번에 ~엔(총 금액). 그리고 = total price. = time/place, = with/compare, 그리고 = list.","五つで〜円 = 5 items for ~ yen (total price). で indicates total price. に=time/place, と=with, や=and.",「五つで〜円」=5个合计〜円。「で」表示总价格。に=时间/场所，と=一起/比较，や=列举。,「五つで〜円」=5個合計〜円。「で」表示總價格。に=時間/場所，と=一起/比較，や=列舉。,「〜つで〜円」は合計金額の表現。5つで500円＝5個まとめて500円。,五つで〜円 = 5 articles pour ~ yen (prix total). で indique le prix global.,五つで〜円 = 5 item seharga ~ yen (total harga). で menunjukkan harga keseluruhan.,五つで〜円 = 5 articulos por ~ yen (precio total). で indica precio total.,「五つで〜円」= 5 ชิ้นราคา〜เยน (รวมราคา) で=ราคารวม,五つで〜円 = 5 cai gia ~ yen (tong gia). で chi tong gia.,,
きのう （ ） 少し 寒かったですが、今日 （ ）寒くないです。,は／は,に／に,も／も,を／を,は／は,,,"어제는 ~가, 오늘은 ~' → 두 경우 모두 대비되는 '는'이다. '는'은 대비를 나타내는 전형적인 '는' 사용법입니다.",きのうは〜が、今日は〜 uses は for contrast. は/は shows opposition between yesterday and today.,「きのうは〜が、今日は〜」两句都用「は」表示对比。は/は是表示昨今对比的典型用法。,「きのうは〜が、今日は〜」兩句都用「は」表示對比。は/は是表示昨今對比的典型用法。,「〜は〜が、〜は〜」の構文で対比を表します。,きのうは〜が、今日は〜 utilise は pour le contraste. は/は exprime l'opposition hier/aujourd'hui.,きのうは〜が、今日は〜 menggunakan は untuk kontras. は/は menunjukkan perbedaan kemarin/hari ini.,きのうは〜が、今日は〜 usa は para contraste. は/は expresa la oposicion ayer/hoy.,「きのうは〜が、今日は〜」ใช้ は เพื่อเปรียบเทียบ は/は แสดงความแตกต่างระหว่างเมื่อวาน/วันนี้,きのうは〜が、今日は〜 dung は de doi lap. は/は the hien su tuong phan hom qua/hom nay.,,
南町は、海が きれい （ ）、静かです。,も,や,で,と,で,,,"깨끗하고, 조용함' → 같은 형용사의 형태는 'で'이다. '깨끗하다' → '깨끗이' (병렬·이유). 'や·と·も'는 부자연스럽다.","きれいで、静か -> te-form of な-adjective is で. きれいだ→きれいで (listing/reason). や, と, も don't fit.",「きれいで、静か」→な形容词的て形是「で」。きれいだ→きれいで（并列/理由）。,「きれいで、静か」→な形容詞的て形是「で」。きれいだ→きれいで（並列/理由）。,な形容詞のて形は「で」。きれいで=きれいだ+て。並列・理由の表現に使います。,きれいで、静か -> forme te des adjectifs en な: で. きれいだ->きれいで (liste/raison).,きれいで、静か -> bentuk te adjektif な: で. きれいだ->きれいで (daftar/alasan).,きれいで、静か -> forma te de adjetivos な: で. きれいだ->きれいで (lista/razon).,「きれいで、静か」→ รูปて ของ な-adj คือ で きれいだ→きれいで (รายการ/เหตุผล),きれいで、静か -> dang te cua tinh tu な: で. きれいだ->きれいで (liet ke/ly do).,,
前川「林さん、（ ） に ある カメラは 林さんのですか。」\n林 「いいえ。田中さんのですよ。」,そこ,どこ,その,どの,そこ,,,"( )에 있는 카메라' → 장소를 가리키는 'そこ(there)'. 어디 = where(의문), 그 = that(+명사), 어느 = which(+명사).","(  )にあるカメラ needs a place word -> そこ (there). どこ=where (question), その=that (+noun), どの=which (+noun).",「(  )にあるカメラ」→需要场所词「そこ（那里）」。どこ=哪里（疑问），その=那个（+名词），どの=哪个（+名词）。,「(  )にあるカメラ」→需要場所詞「そこ（那裡）」。どこ=哪裡（疑問），その=那個（+名詞），どの=哪個（+名詞）。,「〜にある」の前には場所を表す言葉が必要。そこ(there)が正解。,"(  )にあるカメラ necessiteun mot de lieu -> そこ (la). どこ=ou, その=ce (+nom), どの=lequel (+nom).","(  )にあるカメラ butuh kata tempat -> そこ (di sana). どこ=di mana, その=itu (+kata benda), どの=yang mana.","(  )にあるカメラ necesita palabra de lugar -> そこ (alli). どこ=donde, その=ese (+sustantivo), どの=cual.",「(  )にあるカメラ」→ต้องการคำบอกสถานที่ → そこ (ที่นั่น) どこ=ที่ไหน その=นั้น（+คำนาม）,"(  )にあるカメラ can tu chi noi -> そこ (o do). どこ=o dau, その=do (+danh tu), どの=cai nao.",,
Ａ「先週 はじめて スキーを しました。」\nＢ「そうですか。（ ） でしたか。」\nＡ「とても 楽しかったです。」,いくつ,いかが,どなた,どちら,いかが,,,"""어땠나요"" = How was it? (정중한 감상을 물어본다). 몇 개 = how many, 누구 = who(존댓말), 어느 쪽 = which/where.","いかがでしたか = How was it? (polite). いくつ=how many, どなた=who (polite), どちら=which/where.",「いかがでしたか」=感觉怎么样？（礼貌地询问感想）。いくつ=多少，どなた=哪位，どちら=哪个/哪里。,「いかがでしたか」=感覺怎麼樣？（禮貌地詢問感想）。いくつ=多少，どなた=哪位，どちら=哪個/哪裡。,「いかがでしたか」はどうでしたかの丁寧な表現。感想や体験を尋ねるときに使います。,"いかがでしたか = Comment etait-ce? (poli). いくつ=combien, どなた=qui (poli), どちら=lequel/ou.","いかがでしたか = Bagaimana rasanya? (sopan). いくつ=berapa, どなた=siapa (sopan), どちら=yang mana.","いかがでしたか = Como estuvo? (formal). いくつ=cuantos, どなた=quien (formal), どちら=cual/donde.",「いかがでしたか」= เป็นยังไงบ้าง? (สุภาพ) いくつ=กี่/เท่าไร どなた=ใคร(สุภาพ) どちら=อันไหน/ที่ไหน,"いかがでしたか = Nhu the nao? (lich su). いくつ=bao nhieu, どなた=ai (lich su), どちら=cai nao.",,
森 「ケンさん、大学の じゅぎょうは 始まりましたか。」\nケン「いいえ、（ ） です。来週 始まります。」,よく,もう,ちょっと,まだ,まだ,,,"""아직이에요"" = not yet (아직 시작되지 않은 상태). 다음 주에 시작 → 아직. 자주 =often/well, 이미 =already, 조금 =a little.","まだです = not yet. Starts next week -> まだ. よく=often/well, もう=already, ちょっと=a little.",「まだです」=还没有（还没开始）。下周开始→まだ。よく=经常/好好，もう=已经，ちょっと=一点。,「まだです」=還沒有（還沒開始）。下週開始→まだ。よく=經常/好好，もう=已經，ちょっと=一點。,「まだです」はまだ〜していないという意味。来週始まる=今はまだ(not yet)。,"まだです = pas encore. Commence la sem. prochaine -> まだ. よく=souvent/bien, もう=deja, ちょっと=un peu.","まだです = belum. Mulai minggu depan -> まだ. よく=sering/baik, もう=sudah, ちょっと=sedikit.","まだです = todavia no. Comienza la prox. semana -> まだ. よく=frecuente/bien, もう=ya, ちょっと=un poco.",「まだです」= ยังไม่ เริ่มสัปดาห์หน้า → まだ よく=บ่อย/ดี もう=แล้ว ちょっと=นิดหน่อย,"まだです = chua. Bat dau tuan sau -> まだ. よく=thuong/tot, もう=roi, ちょっと=mot chut.",,
（びょういんで）\nいしゃ「今日から 一週間 薬を 飲んで、来週の 月曜日に（ ） 来て ください。」,たくさん,あまり,また,だんだん,また,,,"다시 와 주세요' = Please come again (다시 = again). 많이 = a lot, 그다지 = not very(부정), 점점 = gradually.","また来てください = please come again. また=again. たくさん=a lot, あまり=not very (negative), だんだん=gradually.",「また来てください」=请再来。また=再次。たくさん=很多，あまり=不太（否定），だんだん=渐渐。,「また来てください」=請再來。また=再次。たくさん=很多，あまり=不太（否定），だんだん=漸漸。,「また〜てください」は「もう一度〜てください」と同じ意味。医者が患者に定型的に使う表現。,"また来てください = venez encore. また=encore. たくさん=beaucoup, あまり=pas trop, だんだん=graduellement.","また来てください = tolong datang lagi. また=lagi. たくさん=banyak, あまり=tidak terlalu, だんだん=perlahan.","また来てください = por favor vuelva. また=de nuevo. たくさん=mucho, あまり=no mucho, だんだん=gradualmente.",「また来てください」= กรุณามาอีก また=อีกครั้ง たくさん=มาก あまり=ไม่ค่อย だんだん=ค่อยๆ,"また来てください = xin hay den nua. また=lai. たくさん=nhieu, あまり=khong lam, だんだん=dan dan.",,
父は 毎朝 コーヒーを （ ） ながら 新聞を 読みます。,飲む,飲み,飲んで,飲んだ,飲み,,,~ながら' = while doing~. 동사의 마스형(연용형) +ながら. 마시다 → 마시면서. 마시는 형태는 불가.,〜ながら = while doing. Verb stem (ます-form without ます) + ながら. 飲む->飲み+ながら. 飲んで is wrong.,「〜ながら」=一边〜一边〜。动词ます形词干+ながら。飲む→飲み+ながら。飲んで（て形）不可。,「〜ながら」=一邊〜一邊〜。動詞ます形詞幹+ながら。飲む→飲み+ながら。飲んで（て形）不可。,「〜ながら」はます形（連用形）に接続します。飲む→飲みます→飲み＋ながら。,〜ながら = tout en faisant. Radical en ます + ながら. 飲む->飲み+ながら. 飲んで est incorrect.,〜ながら = sambil melakukan. Bentuk ます (tanpa ます) + ながら. 飲む->飲み+ながら. 飲んで salah.,〜ながら = mientras hace. Radical en ます + ながら. 飲む->飲み+ながら. 飲んで es incorrecto.,「〜ながら」= ขณะที่ทำ รูปます (ไม่มี ます) + ながら 飲む→飲み+ながら 飲んで ผิด,〜ながら = trong khi lam. Goc ます + ながら. 飲む->飲み+ながら. 飲んで sai.,,
私は 小さいとき、なっとうが 好き （ ） でした。,ない,じゃない,ありません,じゃありません,じゃありません,,,‘好き(すき)’는 형용사이다. 과거에 정중히 부정한 적이 있습니다: 좋아하지 않았습니다→ 빈칸은 '아닙니다'.,好き is a な-adjective. Polite past negative: 好きじゃありませんでした -> blank = じゃありません.,「好き」是な形容词。礼貌否定过去式：好きじゃありませんでした→空格填「じゃありません」。,「好き」是な形容詞。禮貌否定過去式：好きじゃありませんでした→空格填「じゃありません」。,な形容詞の丁寧否定過去：〜じゃありませんでした。好きじゃありません+でした。,好き est un adjectif な. Negatif poli passe: 好きじゃありませんでした -> blanc = じゃありません.,好き adalah adjektif な. Negatif sopan lampau: 好きじゃありませんでした -> isian = じゃありません.,好き es adjetivo な. Negativo cortes pasado: 好きじゃありませんでした -> espacio = じゃありません.,「好き」เป็น な-adj รูปปฏิเสธสุภาพอดีต: 好きじゃありませんでした → ช่องว่าง = じゃありません,好き la tinh tu な. Phu dinh lich su qua khu: 好きじゃありませんでした -> o trong = じゃありません.,,
