"question","option1","option2","option3","option4","answer","imageName","underline","explanation_ko","explanation_en","explanation_zh_hans","explanation_zh_hant","explanation_ja","explanation_fr","explanation_id","explanation_es","explanation_th","explanation_vi"
"つぎのことばのつかいかたでいちばんいいものをひとつえらんでください。\nるす","さいきんいそがしくて、しごとがるすになりません。","あのデパートはきょうはるすです。","このひこうきにはるすのせきがありません。","ともだちのいえに行ったらるすでした。","ともだちのいえに行ったらるすでした。","","るす","「留守（るす）」는 '부재중/외출 중'을 의미합니다. 친구 집에 갔더니 아무도 없었다=「るすでした」가 정확한 사용법입니다. 가게나 비행기에는 사용하지 않습니다.","るす (absence/not home) is used when someone is not at home. ともだちのいえに行ったらるすでした = friend was not home. Shops or planes don't use るす.","「るす」=不在家/外出中。去朋友家却不在=「るすでした」是正确用法。不用于商店或飞机。","「るす」=不在家/外出中。去朋友家卻不在=「るすでした」是正確用法。不用於商店或飛機。","「留守（るす）」=人が不在のこと。友達の家に行ったら留守だった、が正しい使い方。デパートや飛行機には使いません。","るす (absence) s'utilise quand quelqu'un n'est pas chez lui. ともだちのいえに行ったらるすでした est correct.","るす (tidak ada di rumah) digunakan ketika seseorang tidak ada di rumah. ともだちのいえに行ったらるすでした benar.","るす (ausente/no en casa) se usa cuando alguien no esta en casa. ともだちのいえに行ったらるすでした es correcto.","「るす」(ไม่อยู่บ้าน) ใช้เมื่อมีคนไม่อยู่บ้าน ともだちのいえに行ったらるすでした ถูกต้อง","るす (vang nha) dung khi ai do khong o nha. ともだちのいえに行ったらるすでした la dung."
"しんせつ","このりょうりはからだにとてもしんせつですよ。","コンビニは何でも買えるのでとてもしんせつです。","このびょういんのおいしゃさんはとてもしんせつですよ。","わたしの母はにわの花にとてもしんせつです。","このびょういんのおいしゃさんはとてもしんせつですよ。","","しんせつ","「親切（しんせつ）」는 '사람이 친절하다'는 의미로, 사람에게만 사용합니다. 병원 의사가 친절하다는 표현이 올바릅니다. 음식, 편의점, 꽃에는 사용하지 않습니다.","しんせつ (kind) is used for people, not things. このびょういんのおいしゃさんはとてもしんせつ (the doctor is very kind) is correct.","「しんせつ」=亲切，只用于人。医生很亲切是正确用法。不用于食物、便利店或花。","「しんせつ」=親切，只用於人。醫生很親切是正確用法。不用於食物、便利店或花。","「親切（しんせつ）」は人に対して使う言葉。お医者さんがしんせつ、が正しい。料理や便利店・花には使いません。","しんせつ (gentil) s'utilise pour les personnes. Le medecin est tres gentil est correct. Pas pour la nourriture ou les fleurs.","しんせつ (ramah/baik hati) digunakan untuk orang. Dokter sangat ramah adalah benar. Tidak untuk makanan atau bunga.","しんせつ (amable) se usa para personas. El medico es muy amable es correcto. No para comida ni flores.","「しんせつ」(親切 ใจดี) ใช้กับคน แพทย์ใจดีมาก ถูกต้อง ไม่ใช้กับอาหารหรือดอกไม้","しんせつ (than thien/tot bung) dung cho nguoi. Bac si rat than thien la dung. Khong dung cho do an hay hoa."
"にがい","かぜをひいたので、こえがにがいです。","くらいみちを一人であるくのはにがいです。","にもつがおもかったので、うでがにがいです。","このくすりはとてもにがいです。","このくすりはとてもにがいです。","","にがい","「苦い（にがい）」는 맛이 '쓰다'는 의미입니다. 약이 쓰다는 표현이 올바릅니다. こえ(목소리), くらいみち(어두운 길), うで(팔)에는 사용하지 않습니다.","にがい (bitter) refers to taste. このくすりはとてもにがい (the medicine is very bitter) is correct. Not for voice, dark road, or arm.","「にがい」=苦（味道），用于描述味道苦。药很苦是正确用法。不用于声音、暗路或手臂。","「にがい」=苦（味道），用於描述味道苦。藥很苦是正確用法。不用於聲音、暗路或手臂。","「苦い（にがい）」は味が苦いこと。くすりがにがい、が正しい。こえ・くらいみち・うでには使いません。","にがい (amer) decrit le gout amer. Ce medicament est tres amer est correct. Pas pour la voix, chemin obscur ou bras.","にがい (pahit) mendeskripsikan rasa pahit. Obat ini sangat pahit adalah benar. Tidak untuk suara, jalan gelap, atau lengan.","にがい (amargo) describe el sabor amargo. Esta medicina es muy amarga es correcto. No para voz, camino oscuro o brazo.","「にがい」(ขม) ใช้อธิบายรสชาติขม ยานี้ขมมาก ถูกต้อง ไม่ใช้กับเสียง ทางมืด หรือแขน","にがい (dang) mo ta vi dang. Thuoc nay rat dang la dung. Khong dung cho giong noi, duong toi, hay canh tay."
"（ ）に何を入れますか。わたしの父は中国語も英語（）話せます。","を","で","も","が","も","","","「中国語も英語も話せる」=두 가지 모두(both) 말할 수 있다. 「も〜も」는 두 가지를 나열할 때 사용합니다. を/で/がは이 문맥에 맞지 않습니다.","中国語も英語も話せる = can speak both Chinese and English. も〜も lists two things (both A and B). を/で/が don't fit.","「中国語も英語も話せる」=两种都会说。「も〜も」表示两者都（both A and B）。を/で/が不合适。","「中国語も英語も話せる」=兩種都會說。「も〜も」表示兩者都（both A and B）。を/で/が不合適。","「も〜も」はAもBも（both A and B）の表現。中国語も英語も=both Chinese and English。","中国語も英語も話せる = parler les deux (chinois et anglais). も〜も = tous les deux.","中国語も英語も話せる = bisa berbicara keduanya. も〜も = keduanya (A maupun B).","中国語も英語も話せる = puede hablar ambos idiomas. も〜も = ambos (A y B).","「中国語も英語も話せる」= พูดได้ทั้งสองภาษา 「も〜も」= ทั้ง A และ B","中国語も英語も話せる = noi duoc ca hai. も〜も = ca hai (A va B)."
"これはわたしが米（）作ったパンです。","に","の","や","で","で","","","「米で作ったパン」=쌀로 만든 빵. 재료/수단을 나타내는 「で」. に=장소/시간, の=소유, や=나열(A and B).","米で作ったパン = bread made from rice. で indicates material/means. に=place/time, の=possession, や=listing.","「米で作ったパン」=用米做的面包。「で」表示材料/手段。に=地点/时间，の=所属，や=列举。","「米で作ったパン」=用米做的麵包。「で」表示材料/手段。に=地點/時間，の=所屬，や=列舉。","材料・手段を表す「で」。米でパンを作る=using rice to make bread。","米で作ったパン = pain fait avec du riz. で indique le materiau. に=lieu/temps, の=possession, や=liste.","米で作ったパン = roti yang dibuat dari beras. で menunjukkan bahan/cara. に=tempat/waktu, の=milik, や=daftar.","米で作ったパン = pan hecho de arroz. で indica material/medio. に=lugar/tiempo, の=posesion, や=lista.","「米で作ったパン」= ขนมปังทำจากข้าว で บ่งบอกวัตถุดิบ/วิธี に=สถานที่/เวลา の=ความเป็นเจ้าของ や=รายการ","米で作ったパン = banh mi lam tu gao. で chi nguyen lieu/phuong tien. に=noi/thoi gian, の=so huu, や=liet ke."
"男の子の顔は父親より母親（）にるという話を聞いた","に","へ","も","を","に","","","「〜に似る（にる）」=닮다. 대상을 나타내는 「に」. 母親に似る=어머니를 닮다. へ=방향, も=also, を=목적어.","〜に似る = resemble someone. に marks the person resembled. 母親に似る=resembles mother. へ=direction, も=also, を=object.","「〜に似る」=像〜。「に」表示对象。母親に似る=像妈妈。へ=方向，も=也，を=宾语。","「〜に似る」=像〜。「に」表示對象。母親に似る=像媽媽。へ=方向，も=也，を=賓語。","「〜に似る」のには対象を表します。母親に似る=resembles mother。","〜に似る (ressembler a) : に marque la personne. 母親に似る=ressemble a la mere.","〜に似る (mirip dengan) : に menandai orang. 母親に似る=mirip ibu.","〜に似る (parecerse a) : に marca a la persona. 母親に似る=se parece a la madre.","「〜に似る」= คล้าย〜 に บ่งบอกคน 母親に似る=คล้ายแม่","〜に似る (giong) : に danh dau nguoi. 母親に似る=giong me."
"妹はおしゃべりだ。静かなのは、食事のとき（）だ。","しか","だけ","は","の","だけ","","","「食事のときだけ静か」=밥 먹을 때만 조용하다. 「だけ」=only/just. しか는 부정문에서만 사용(しかない). は=주제, の=의.","食事のときだけ静か = quiet only when eating. だけ=only/just. しか is used with negative (しかない). は=topic, の=possessive.","「食事のときだけ静か」=只有吃饭时安静。「だけ」=只/仅。しか只用于否定句（しかない）。","「食事のときだけ静か」=只有吃飯時安靜。「だけ」=只/僅。しか只用於否定句（しかない）。","「〜だけ」=only。しかは否定文（〜しかない）に使います。食事のときだけが自然な表現。","食事のときだけ静か = silencieux seulement en mangeant. だけ=seulement. しか s'utilise avec la negation.","食事のときだけ静か = tenang hanya saat makan. だけ=hanya. しか digunakan dengan kalimat negatif.","食事のときだけ静か = quieto solo comiendo. だけ=solo/solamente. しか se usa con negacion.","「食事のときだけ静か」= เงียบเฉพาะตอนกินข้าว だけ=เท่านั้น しか ใช้กับประโยคปฏิเสธ","食事のときだけ静か = yen tinh chi khi an com. だけ=chi. しか dung voi cau phu dinh."
"A「誕生日に田中さんから何をもらったんですか。」\nB「田中さん（）腕時計をもらいました。」","からが","からに","からで","からは","からは","","","「田中さんからは腕時計をもらいました」=田中씨로부터는 시계를 받았다(대조/화제). からは=from+topic marker. 다른 조합(からが/からに/からで)은 문법적으로 부자연스럽습니다.","田中さんからは = from Tanaka (は adds topic/contrast). からは is the correct particle combination. からが/からに/からで are unnatural.","「田中さんからは腕時計をもらいました」=从田中那里（対比）得到了手表。からは=から+は（话题/对比）。其他组合不自然。","「田中さんからは腕時計をもらいました」=從田中那裡（對比）得到了手錶。からは=から+は（話題/對比）。其他組合不自然。","「〜からは」はから（from）+は（話題・対比）の組み合わせ。田中さんからは〜=As for from Tanaka〜。","田中さんからは = de Tanaka (は ajoute le sujet/contraste). からは est la bonne combinaison.","田中さんからは = dari Tanaka (は menambahkan topik/kontras). からは adalah kombinasi partikel yang benar.","田中さんからは = de Tanaka (は añade tema/contraste). からは es la combinacion correcta.","「田中さんからは」= จากทานากะ (は เพิ่มหัวข้อ/การเปรียบเทียบ) からは เป็นการรวมกันที่ถูกต้อง","田中さんからは = tu Tanaka (は them chu de/tuong phan). からは la to hop tro tu dung."
"★に入るものはどれですか。\nA「あしたは大事なおきゃくさまに会うから、__ __ ★ __いけませんよ。」\nB「わかりました。あしたは新しいくつをはいて来ます。」","くつ","は","そんな","で","で","","★","올바른 어순: そんなくつではいけませんよ. ★의 위치는 「で」. 「そんなくつでは（いけない）」=그런 신발로는 안 된다. で는 수단/상태를 나타냅니다.","Correct order: そんなくつではいけませんよ. ★=で. そんなくつでは = with such shoes (で shows means/state).","正确语序：そんなくつではいけませんよ。★的位置是「で」。「そんなくつでは」=用那样的鞋子（で表示手段/状态）。","正確語序：そんなくつではいけませんよ。★的位置是「で」。「そんなくつでは」=用那樣的鞋子（で表示手段/狀態）。","「そんなくつではいけませんよ」の文で★の位置にはでが入ります。くつ→は→そんな→での語順。","Ordre correct: そんなくつではいけませんよ. ★=で. そんなくつでは = avec de telles chaussures.","Urutan benar: そんなくつではいけませんよ. ★=で. そんなくつでは = dengan sepatu seperti itu.","Orden correcto: そんなくつではいけませんよ. ★=で. そんなくつでは = con tales zapatos.","ลำดับที่ถูกต้อง: そんなくつではいけませんよ ★=で そんなくつでは = ด้วยรองเท้าแบบนั้น","Thu tu dung: そんなくつではいけませんよ. ★=で. そんなくつでは = voi giay nhu vay."
"今日は、風が __ __ ★ __出かけたくない。","し","だから","寒そう","強い","寒そう","","★","올바른 어순: 風が強いし、寒そうだから出かけたくない. ★의 위치는 「寒そう」. 「〜し〜し」=여러 이유를 나열, 「〜そう」=〜인 것 같다.","Correct order: 風が強いし、寒そうだから出かけたくない. ★=寒そう. 〜し lists reasons; 〜そう means 'seems/looks'.","正确语序：風が強いし、寒そうだから出かけたくない。★的位置是「寒そう」。〜し=列举理由；〜そう=看起来〜。","正確語序：風が強いし、寒そうだから出かけたくない。★的位置是「寒そう」。〜し=列舉理由；〜そう=看起來〜。","「風が強いし、寒そうだから出かけたくない」の文で★の位置には寒そうが入ります。","Ordre correct: 風が強いし、寒そうだから出かけたくない. ★=寒そう. 〜し=enumere raisons; 〜そう=semble.","Urutan benar: 風が強いし、寒そうだから出かけたくない. ★=寒そう. 〜し=daftar alasan; 〜そう=tampaknya.","Orden correcto: 風が強いし、寒そうだから出かけたくない. ★=寒そう. 〜し=enumera razones; 〜そう=parece.","ลำดับที่ถูกต้อง: 風が強いし、寒そうだから出かけたくない ★=寒そう 〜し=เหตุผลหลายข้อ 〜そう=ดูเหมือน","Thu tu dung: 風が強いし、寒そうだから出かけたくない. ★=寒そう. 〜し=liet ke ly do; 〜そう=co ve."
"石川さんは、来週、何をすると言っていますか。","アリさんに本を2冊返します。","アリさんに本を3冊返します。","アリさんに本を2冊貸します。","アリさんに本を3冊貸します。","アリさんに本を3冊貸します。","readingimage1","","이미지의 메시지 내용을 확인하세요. 石川씨가 アリ씨에게 책을 3권 빌려준다(貸す)고 했는지, 돌려준다(返す)고 했는지, 몇 권인지를 정확히 파악해야 합니다.","Check the message in the image. Determine whether Ishikawa-san is lending (貸す) or returning (返す) books to Ari-san, and how many (2 or 3).","查看图片中的信息。确认石川先生是借给（貸す）还是归还（返す）阿里的书，以及数量（2册还是3册）。","查看圖片中的信息。確認石川先生是借給（貸す）還是歸還（返す）阿里的書，以及數量（2冊還是3冊）。","画像のメッセージを確認しましょう。石川さんがアリさんに本を貸す(lend)のか返す(return)のか、何冊かを正確に読み取ります。","Verifiez le message dans l'image. Determine si Ishikawa-san prete (貸す) ou rend (返す) des livres a Ari, et combien.","Periksa pesan di gambar. Tentukan apakah Ishikawa-san meminjamkan (貸す) atau mengembalikan (返す) buku ke Ari, dan berapa banyak.","Revise el mensaje en la imagen. Determine si Ishikawa-san presta (貸す) o devuelve (返す) libros a Ari, y cuantos.","ตรวจสอบข้อความในภาพ กำหนดว่าอิชิกาวะ-ซังให้ยืม (貸す) หรือคืน (返す) หนังสือให้อาริ และกี่เล่ม","Kiem tra tin nhan trong hinh. Xac dinh Ishikawa-san cho muon (貸す) hay tra lai (返す) sach cho Ari, va bao nhieu quyen."
"このお知らせから、公園についてわかることは何ですか","午後10時に公園に入ってもいいです。","入り口にオートバイをとめてはいけません。","サッカーの練習をしてはいけません。","たばこを吸ってもいいです。","サッカーの練習をしてはいけません。","readingimage2","","이미지의 공원 공지 내용을 확인하세요. サッカーの練習をしてはいけません(금지)이 정답입니다. 오토바이 금지인지 허용인지, 담배 규정, 입장 시간을 이미지에서 꼼꼼히 확인하세요.","Check the park notice in the image. サッカーの練習をしてはいけません (no soccer practice) is correct. Verify motorcycle, smoking, and entry time rules from the image.","查看图片中的公园公告。サッカーの練習をしてはいけません（禁止踢足球）是正确答案。仔细确认图片中关于摩托车、吸烟和入场时间的规定。","查看圖片中的公園公告。サッカーの練習をしてはいけません（禁止踢足球）是正確答案。仔細確認圖片中關於摩托車、吸菸和入場時間的規定。","画像の公園のお知らせを確認しましょう。サッカーの練習をしてはいけません、が正解。他の選択肢の内容も画像から確認が必要。","Verifiez l'avis du parc dans l'image. Interdit de pratiquer le football est correct. Verifiez aussi les regles sur les motos, le tabac et les horaires.","Periksa pengumuman taman di gambar. Dilarang latihan sepak bola adalah benar. Periksa juga aturan tentang motor, rokok, dan jam masuk.","Revise el aviso del parque en la imagen. Prohibido practicar futbol es correcto. Verifique tambien las reglas sobre motos, tabaco y horario de entrada.","ตรวจสอบประกาศสวนสาธารณะในภาพ ห้ามฝึกซ้อมฟุตบอล ถูกต้อง ตรวจสอบกฎมอเตอร์ไซค์ บุหรี่ และเวลาเข้าด้วย","Kiem tra thong bao cong vien trong hinh. Cam luyen tap bong da la dung. Kiem tra them quy dinh ve xe may, thuoc la va gio vao."
